000000000663309_110601074720.mcb;Latte Macchiato ohne Sirup to go;102200311401;2.80 €;Früh1;;;;7;2.617 €;0.183 €
000000000663310_110601075439.mcb;Bagel Roma oder Florenz here;151200346402;2.90 €;Früh1;;;;19;2.437 €;0.463 €
000000000663311_110601075448.mcb;Cafe Creme klein  here;107201300402;1.80 €;Früh1;;;;19;1.513 €;0.287 €
000000000663312_110601080925.mcb;Bagel Cream Cheese to go;151200341401;1.50 €;Früh1;;;;7;1.402 €;9.80000000000001e-002 €
000000000663313_110601081434.mcb;Cappuccino groß  here;105203300402;3.00 €;Früh1;;;;19;2.521 €;0.479 €
000000000663313_110601081434.mcb;Muffin here;161200300402;1.40 €;Früh1;;;;19;1.176 €;0.224 €
000000000663314_110601082711.mcb;Cool Latte Iced Macchiato to go;130200309401;2.90 €;Früh1;;;;7;2.71 €;0.19 €
000000000663314_110601082711.mcb;Muffin to go;161200300401;1.40 €;Früh1;;;;7;1.308 €;9.19999999999999e-002 €
000000000663315_110601083826.mcb;Latte Macchiato ohne Sirup to go;102200311401;2.80 €;Früh1;;;;7;2.617 €;0.183 €
000000000663315_110601083826.mcb;Muffin to go;161200300401;1.40 €;Früh1;;;;7;1.308 €;9.19999999999999e-002 €
000000000663315_110601083826.mcb;Muffin to go;161200300401;1.40 €;Früh1;;;;7;1.308 €;9.19999999999999e-002 €
000000000663316_110601085041.mcb;Caffe Latte ohne Sirup here;103200311402;2.80 €;Früh1;;;;19;2.353 €;0.447 €
000000000663316_110601085041.mcb;Muffin here;161200300402;1.40 €;Früh1;;;;19;1.176 €;0.224 €
000000000663317_110601085332.mcb;Brezel plain to go;153200340401;0.70 €;Früh1;;;;7;0.654 €;4.59999999999999e-002 €
000000000663317_110601085332.mcb;Bagel Stulle Deluxe to go;151200347401;2.90 €;Früh1;;;;7;2.71 €;0.19 €
000000000663317_110601085332.mcb;Cappuccino klein  to go;105201300401;2.50 €;Früh1;;;;19;2.101 €;0.399 €
000000000663318_110601085341.mcb;Latte Macchiato ohne Sirup to go;102200311401;2.80 €;Früh1;;;;7;2.617 €;0.183 €
000000000663319_110601090123.mcb;Muffin to go;161200300401;1.40 €;Früh1;;;;7;1.308 €;9.19999999999999e-002 €
000000000663320_110601091203.mcb;Shake to go;128200300401;3.40 €;Früh1;;;;7;3.178 €;0.222 €
000000000663320_110601091203.mcb;Muffin to go;161200300401;1.40 €;Früh1;;;;7;1.308 €;9.19999999999999e-002 €
000000000663321_110601091551.mcb;Cappuccino groß  to go;105203300401;3.00 €;Früh1;;;;19;2.521 €;0.479 €
