Espresso klein Barista here;25
Espresso klein Barista to go;1
Espresso klein Cuba here;19
Espresso klein Lungo here;6
Espresso klein Lungo to go;2
Espresso klein Macchiato here;42
Espresso klein Macchiato to go;10
Espresso klein Orange here;20
Espresso klein Originale here;108
Espresso klein Originale to go;5
Espresso klein Unplugged here;21
Espresso klein Unplugged to go;1
Espresso Latte here;106
Espresso Latte to go;26
Frappe black here;25
Frappe black to go;3
Frappe white here;12
Frappe white to go;7
Fruchtsaft frisch groﬂ  here;7
Fruchtsaft frisch groﬂ  to go;1
Fruchtsaft frisch klein  here;23
Heiﬂe S‰fte Heiﬂe Orange here;11
Heiﬂe S‰fte Heiﬂe Orange to go;2
Heiﬂe S‰fte Heiﬂe Zitrone here;36
Heiﬂe S‰fte Heiﬂe Zitrone to go;3
Heiﬂe S‰fte Heiﬂer Apfel here;16
Heiﬂe S‰fte Heiﬂer Apfel to go;4
Iced Chai Latte here;11
Iced Chai Latte to go;7
Iced Espresso here;3
Kaffee here;241
Kaffee to go;53
Kaffeeverkauf Espressobohnen groﬂ Espresso Barista to go;3
Kaffeeverkauf Espressobohnen groﬂ Espresso Cuba here;1
Kaffeeverkauf Espressobohnen groﬂ Espresso Cuba to go;2
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale here;1
Kaffeeverkauf Espressobohnen groﬂ Espresso Originale to go;1
Kaffeeverkauf Espressobohnen groﬂ Unplugged to go;2
Kaffeeverkauf Espressobohnen klein Espresso Barista here;2
Kaffeeverkauf Espressobohnen klein Espresso Barista to go;1
Kaffeeverkauf Espressobohnen klein Espresso Cuba here;1
Kaffeeverkauf Espressobohnen klein Espresso Cuba to go;3
Kaffeeverkauf Espressobohnen klein Espresso Originale here;4
Kaffeeverkauf Espressobohnen klein Espresso Originale to go;9
Kaffeeverkauf Espressobohnen klein Unplugged here;1
Kaffeeverkauf Espressobohnen klein Unplugged to go;7
Kaffeeverkauf Goldline Blue Mountain to go;2
Kaffeeverkauf sortenrein groﬂ Costa Rica to go;1
Kaffeeverkauf sortenrein groﬂ Guatemala to go;1
Kaffeeverkauf sortenrein groﬂ India Malabar to go;2
Kaffeeverkauf sortenrein groﬂ Java to go;1
Kaffeeverkauf sortenrein groﬂ Kenya Arabica AA to go;1
Kaffeeverkauf sortenrein groﬂ Mexiko Organico to go;2
Kaffeeverkauf sortenrein groﬂ Peru to go;1
Kaffeeverkauf sortenrein klein ƒthiopischer Mocca to go;1
Kaffeeverkauf sortenrein klein Guatemala here;1
Kaffeeverkauf sortenrein klein India Malabar here;1
Kaffeeverkauf sortenrein klein Java to go;1
Kaffeeverkauf sortenrein klein Kenya Arabica AA here;1
Kaffeeverkauf sortenrein klein Kenya Arabica AA to go;2
Kaffeeverkauf sortenrein klein Mexiko Organico to go;3
Kaffegetr‰nk groﬂ ƒthiopischer Mocca here;2
Kaffegetr‰nk groﬂ Guatemala here;3
Kaffegetr‰nk groﬂ Guatemala to go;2
Kaffegetr‰nk groﬂ India Malabar here;3
Kaffegetr‰nk groﬂ Java here;2
Kaffegetr‰nk groﬂ Kenya Arabica AA here;1
Kaffegetr‰nk groﬂ Mexiko Organico here;10
Kaffegetr‰nk groﬂ Wiener Melange here;3
Kaffegetr‰nk klein ƒthiopischer Mocca to go;1
Kaffegetr‰nk klein Kenya Arabica AA here;2
Kaffegetr‰nk klein Kenya Arabica AA to go;1
Kaffegetr‰nk klein Mexiko Organico here;14
Kaffegetr‰nk klein Peru here;1
Kaffegetr‰nk klein Wiener Melange here;4
Kaffeverkauf Hausmischung groﬂ Cafe Creme to go;4
Kaffeverkauf Hausmischung groﬂ Wiener Melange here;1
Kaffeverkauf Hausmischung klein Cafe Creme to go;1
Kaffezusatz Espresso Shot here;28
Kaffezusatz Espresso Shot to go;20
Kaffezusatz Flavour Shot here;55
Kaffezusatz Flavour Shot to go;28
Kaffezusatz Lac.-frei here;125
Kaffezusatz Lac.-frei to go;49
Kaffezusatz Sahne here;44
Kaffezusatz Sahne to go;13
Kaffezusatz Soja here;139
Kaffezusatz Soja to go;54
Kapuziner groﬂ  here;9
Kapuziner groﬂ  to go;3
Kapuziner klein  here;14
Kapuziner klein  to go;1
Kuchen here;142
Kuchen to go;14
Latte Macchiato mit Sirup here;417
Latte Macchiato mit Sirup to go;287
Latte Macchiato ohne Sirup here;982
Latte Macchiato ohne Sirup to go;397
Milk groﬂ  here;7
Milk groﬂ  to go;5
Milk klein  here;8
Milk klein  to go;5
Mocca groﬂ black here;70
Mocca groﬂ black to go;48
Mocca groﬂ white here;85
Mocca groﬂ white to go;68
Mocca klein black here;65
Mocca klein black to go;21
Mocca klein white here;65
Mocca klein white to go;37
MoccaSin here;14
MoccaSin to go;13
Muffin here;803
Muffin to go;311
M¸sli here;11
M¸sli to go;5
Nebenprodukte MoccaSin Chocolate white to go;1
Nebenprodukte Sirup groﬂ here;1
Nebenprodukte Sirup groﬂ to go;9
Preis here;38
Preis to go;28
Smoothie plain here;83
Smoothie plain to go;43
Softdrink Bionade here;52
Softdrink Bionade to go;2
Softdrink Bottle AFG here;141
Softdrink Bottle AFG to go;14
Softdrink Wasser here;73
Softdrink Wasser to go;10
Special Latte Chocolate Latte here;59
Special Latte Chocolate Latte to go;16
Special Latte Latte Caramel here;309
Special Latte Latte Caramel to go;81
Special Latte Tiramisu Latte here;22
Special Latte Tiramisu Latte to go;11
Special Latte White Banana Chocolate here;44
Special Latte White Banana Chocolate to go;14